Source,Destination,Weight
AICARDI-GOUTIERES SYNDROME 1,Chest Pain,1
AICARDI-GOUTIERES SYNDROME 1,Syncope,1
AICARDI-GOUTIERES SYNDROME 1,spells (neurological symptom),1
AICARDI-GOUTIERES SYNDROME 1,Congestion of throat,1
AICARDI-GOUTIERES SYNDROME 1,Asthenopia,1
AICARDI-GOUTIERES SYNDROME 1,Coffin-Siris syndrome,1
AICARDI-GOUTIERES SYNDROME 1,Acute lower respiratory tract infection,1
AICARDI-GOUTIERES SYNDROME 1,Sore skin,1
AICARDI-GOUTIERES SYNDROME 1,Simian Acquired Immunodeficiency Syndrome,2
AICARDI-GOUTIERES SYNDROME 1,Wiskott-Aldrich Syndrome,2
AICARDI-GOUTIERES SYNDROME 1,Autoimmune disease (systemic) NOS,1
AICARDI-GOUTIERES SYNDROME 1,Preeclamptic toxemia,1
AICARDI-GOUTIERES SYNDROME 1,Herpes zoster disease,1
AICARDI-GOUTIERES SYNDROME 1,Pneumocystis jiroveci pneumonia,1
AICARDI-GOUTIERES SYNDROME 1,Autoimmune hemolytic anemia,1
AICARDI-GOUTIERES SYNDROME 1,Epilepsy,2
AICARDI-GOUTIERES SYNDROME 1,Cardiomyopathies,1
AICARDI-GOUTIERES SYNDROME 1,Pertussis,1
AICARDI-GOUTIERES SYNDROME 1,Borderline Hypertension,1
AICARDI-GOUTIERES SYNDROME 1,Hereditary Coproporphyria,1
AICARDI-GOUTIERES SYNDROME 1,Polymyalgia Rheumatica,1
AICARDI-GOUTIERES SYNDROME 1,Neuroleptic Malignant Syndrome,1
AICARDI-GOUTIERES SYNDROME 1,"Malaria, Cerebral",1
AICARDI-GOUTIERES SYNDROME 1,Euthyroid Sick Syndromes,1
AICARDI-GOUTIERES SYNDROME 1,Brown oculocutaneous albinism,1
AICARDI-GOUTIERES SYNDROME 1,Restless Legs Syndrome,1
AICARDI-GOUTIERES SYNDROME 1,Cold intolerance,1
Fever with chills,Generalized fatigue,1
Fever with chills,Fatigue,3
Fever with chills,Sore to touch,2
Fever with chills,Influenza,1
Fever with chills,Coughing,1
Fever with chills,Chronic Obstructive Airway Disease,1
Fever with chills,Headache,1
Fever with chills,Diarrhea,1
Fever with chills,Dysosteosclerosis,1
Fever with chills,Anorexia,1
Fever with chills,"Signs and Symptoms, Respiratory",1
Fever with chills,Ataxia Telangiectasia,1
Fever with chills,Nasal congestion (finding),1
Fever with chills,Hepatitis A,1
Fever with chills,"Hepatitis B, Chronic",1
Fever with chills,Digestive symptom,1
Fever with chills,Pneumocystis jiroveci pneumonia,1
Fever with chills,Severe chronic obstructive pulmonary disease,1
Fever with chills,"Reflex Epilepsy, Photosensitive",1
Fever with chills,"Bronchitis, Chronic",1
Generalized fatigue,Fatigue,1
Generalized fatigue,Sore to touch,1
Fatigue,Sore to touch,18
Fatigue,Allergic disposition,11
Fatigue,Diabetes,3
Fatigue,Common Cold,23
Fatigue,Influenza,25
Fatigue,Rhinorrhea,16
Fatigue,Coughing,42
Fatigue,Asthenia,12
Fatigue,Dyspnea,31
Fatigue,Idiopathic Multicentric Osteolyses,1
Fatigue,PREMATURE CHROMATID SEPARATION TRAIT,1
Fatigue,Halitosis,1
Fatigue,Myocardial Infarction,5
Fatigue,Secondary Infections,1
Fatigue,Actual Inability To Taste,14
Fatigue,Other symptoms,2
Fatigue,gastrointestinal gas,2
Fatigue,Seizures,7
Fatigue,Chronic Obstructive Airway Disease,8
Fatigue,digestive problem,2
Fatigue,Cardiovascular symptoms,2
Fatigue,Abnormal breathing,2
Fatigue,Smallpox,1
Fatigue,Pseudohypoparathyroidism,1
Fatigue,Pharyngitis,27
Fatigue,Immune System Diseases,2
Fatigue,"Pseudohypoparathyroidism, Type Ia",1
Fatigue,Phlebotomus Fever,1
Fatigue,Wolf-Hirschhorn Syndrome,8
Fatigue,Blue - symptom,1
Fatigue,Sore Throat,27
Fatigue,Headache,37
Fatigue,Signs and Symptoms,7
Fatigue,Temporohyoid osteoarthropathy,3
Fatigue,MAMMARY-DIGITAL-NAIL SYNDROME,1
Fatigue,BODY PAIN,21
Fatigue,Severe Acute Respiratory Syndrome,1
Fatigue,Arthralgia,2
Fatigue,Diarrhea,7
Fatigue,Vomiting,3
Fatigue,Nausea,19
Fatigue,Myalgia,11
Fatigue,"Tachycardia, Ectopic Junctional",2
Fatigue,Multi-infarct dementia,3
Fatigue,Subacute thyroiditis,3
Fatigue,Pyotraumatic dermatitis,1
Fatigue,Oculocerebrocutaneous syndrome,3
Fatigue,Mass of body region,1
Fatigue,Flare,2
Fatigue,Catch - Finding of sensory dimension of pain,2
Fatigue,Measles,1
Fatigue,Dysosteosclerosis,2
Fatigue,Strangles,2
Fatigue,Clouded consciousness,11
Fatigue,Pulmonary Emphysema,1
Fatigue,Chronic disease,1
Fatigue,Lightheadedness,1
Fatigue,Chills,17
Fatigue,Papillon-Lefevre Disease,1
Fatigue,Weakness,6
Fatigue,Infectious disease of lung,1
Fatigue,Pneumonia,11
Fatigue,"Pneumonia, Bacterial",4
Fatigue,Bacterial Infections,1
Fatigue,Virus Diseases,1
Fatigue,Mumps,1
Fatigue,Asthma,6
Fatigue,Obesity,3
Fatigue,Hypertensive disease,1
Fatigue,Diabetes Mellitus,1
Fatigue,Lung diseases,2
Fatigue,Kidney Diseases,1
Fatigue,Nervousness,4
Fatigue,Vitamin D Deficiency,6
Fatigue,Flushing,2
Fatigue,Overweight,1
Fatigue,flu symptoms,4
Fatigue,Anorexia,10
Fatigue,Infantile Neuroaxonal Dystrophy,11
Fatigue,Macrophage Activation Syndrome,1
Fatigue,Dry cough,22
Fatigue,Chromosome 2q32-Q33 Deletion Syndrome,2
Fatigue,Comatose,1
Fatigue,Lupus Erythematosus,1
Fatigue,Malaria,1
Fatigue,Asthma attack,1
Fatigue,Flatulence,3
Fatigue,Feeling strange,2
Fatigue,out (of) breath,8
Fatigue,Feeling Sick,2
Fatigue,Respiratory problems,2
Fatigue,Malaise,8
Fatigue,"Signs and Symptoms, Respiratory",2
Fatigue,Tremor,6
Fatigue,Single organ dysfunction,1
Fatigue,Illness (finding),5
Fatigue,Abdominal bloating,3
Fatigue,Decrease in appetite,2
Fatigue,Nightmares,2
Fatigue,Ataxia Telangiectasia,1
Fatigue,Upset stomach,5
Fatigue,Exhaustion,8
Fatigue,HEART PROBLEM,1
Fatigue,Vasculitis,4
Fatigue,Alopecia,2
Fatigue,Tired,31
Fatigue,Photopsia,4
Fatigue,Pulmonary congestion,4
Fatigue,Multiple Epiphyseal Dysplasia,6
Fatigue,Muscular stiffness,1
Fatigue,Sighing respiration,1
Fatigue,Mandibuloacral dysostosis,1
Fatigue,Influenza-like symptoms,2
Fatigue,Fish-Eye Disease,4
Fatigue,"Diabetes Mellitus, Non-Insulin-Dependent",2
Fatigue,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,2
Fatigue,Sick Sinus Syndrome,1
Fatigue,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",2
Fatigue,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",1
Fatigue,Retching,1
Fatigue,Sharp pain,3
Fatigue,"Amyotrophic Lateral Sclerosis, Sporadic",1
Fatigue,Reflex Sympathetic Dystrophy,7
Fatigue,Sinusitis,3
Fatigue,Duane Retraction Syndrome,1
Fatigue,Diabetic Retinopathy,1
Fatigue,Pruritus,2
Fatigue,Hamman-Rich syndrome,3
Fatigue,Hybrid Resistance,1
Fatigue,Lung Problem,3
Fatigue,Ache,22
Fatigue,Redness of face,1
Fatigue,Nasal congestion (finding),10
Fatigue,Malignant hyperpyrexia due to anesthesia,2
Fatigue,Chest tightness,13
Fatigue,Back symptoms/complaints,1
Fatigue,Myocardial Ischemia,1
Fatigue,STOMATOCYTOSIS I,1
Fatigue,Excessive tearing,1
Fatigue,Pelvic Organ Prolapse,3
Fatigue,STUVE-WIEDEMANN SYNDROME,2
Fatigue,"Pain, Postoperative",3
Fatigue,"Respiratory Distress Syndrome, Adult",2
Fatigue,Heartburn,2
Fatigue,Heartburn acidity,1
Fatigue,Exanthema,3
Fatigue,Van der Woude syndrome,2
Fatigue,"Anemia, Diamond-Blackfan",1
Fatigue,Acute contagious conjunctivitis,1
Fatigue,Dizziness,10
Fatigue,Cerebrovascular accident,1
Fatigue,Marinesco-Sjogren syndrome,1
Fatigue,Vascular Diseases,2
Fatigue,Other viral diseases NOS,1
Fatigue,Depressed - symptom,3
Fatigue,chest burning,1
Fatigue,Pemphigus and fogo selvagem,1
Fatigue,Breathing abnormally deep,10
Fatigue,Hay fever,1
Fatigue,Bronchitis,4
Fatigue,Chest Pain,13
Fatigue,Cough with fever,2
Fatigue,Digitorenocerebral Syndrome,2
Fatigue,"Gait, Drop Foot",1
Fatigue,panic symptoms,1
Fatigue,Has tingling sensation,11
Fatigue,Gastroesophageal reflux disease,4
Fatigue,Constipation,3
Fatigue,Dehydration,4
Fatigue,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
Fatigue,Hepatitis A,1
Fatigue,"Hepatitis B, Chronic",1
Fatigue,Digestive symptom,2
Fatigue,Neuropathy,3
Fatigue,Muscular fasciculation,1
Fatigue,Neurologic Symptoms,4
Fatigue,Syncope,2
Fatigue,Cold sweat,1
Fatigue,Gastroparesis,1
Fatigue,asthma with copd,1
Fatigue,Recurrent disease,4
Fatigue,Oral Ulcer,1
Fatigue,Narcolepsy,1
Fatigue,Xerostomia,3
Fatigue,Tennis Elbow,1
Fatigue,Deglutition Disorders,2
Fatigue,Malnutrition,3
Fatigue,Feeling nervous,1
Fatigue,Burning sensation,11
Fatigue,Muscle Cramp,4
Fatigue,Numbness,4
Fatigue,Neck Pain,4
Fatigue,Feeling Cold,1
Fatigue,Back Pain,6
Fatigue,Difficulty sleeping,2
Fatigue,Hunger,4
Fatigue,Lethargy,3
Fatigue,Hot flushes,7
Fatigue,Earache,3
Fatigue,Pharyngeal dryness,1
Fatigue,Deep Vein Thrombosis,1
Fatigue,Throat symptom,1
Fatigue,Stomach ache,6
Fatigue,Ear symptom,1
Fatigue,Sleeplessness,7
Fatigue,Arm Pain,5
Fatigue,Fibromyalgia,2
Fatigue,spells (neurological symptom),6
Fatigue,Myopathy,1
Fatigue,Nose symptoms,1
Fatigue,Chronic Fatigue Syndrome,2
Fatigue,Renal carnitine transport defect,1
Fatigue,Cyclic neutropenia,1
Fatigue,side pain,2
Fatigue,Blood in stool,1
Fatigue,Congestion of throat,5
Fatigue,Conjunctivitis,2
Fatigue,Watery eyes,2
Fatigue,Night sweats,8
Fatigue,Arthritis,3
Fatigue,Mastodynia,4
Fatigue,"IMMUNODEFICIENCY, COMMON VARIABLE, 10",1
Fatigue,Abdominal Pain,4
Fatigue,Feeling of loss of feeling,1
Fatigue,Stomach cramps (finding),1
Fatigue,Fatigue - symptom,3
Fatigue,Chest pressure,3
Fatigue,Lower respiratory tract infection,4
Fatigue,Burning sensation in eye,1
Fatigue,Severe diarrhea,2
Fatigue,feeling dizzy,1
Fatigue,Vertigo,2
Fatigue,feeling like vomiting,1
Fatigue,Migraine Disorders,2
Fatigue,Prediabetes syndrome,1
Fatigue,Tonsillitis,1
Fatigue,Vitamin Deficiency,1
Fatigue,Autoimmune Diseases,2
Fatigue,lump in throat,1
Fatigue,headache severe,5
Fatigue,Prickling sensation,1
Fatigue,chest heaviness,3
Fatigue,skin color change,1
Fatigue,Glossalgia,1
Fatigue,Stinging Sensation,2
Fatigue,Skin symptom,1
Fatigue,swollen glands in neck,2
Fatigue,Upper back pain,1
Fatigue,Frontal headache,2
Fatigue,Hoarseness,1
Fatigue,taste sweet,2
Fatigue,Morning headache,1
Fatigue,Hepatorenal Syndrome,2
Fatigue,Dyssomnias,2
Fatigue,Hypotrichosis simplex,3
Fatigue,Muscle twitch,2
Fatigue,Punctate inner choroidopathy,1
Fatigue,Burning feet,1
Fatigue,Slow respiration,1
Fatigue,Posterior rhinorrhea,2
Fatigue,Throat irritation,2
Fatigue,Productive cough,4
Fatigue,Pain of lymph node,2
Fatigue,Pain in right hand,1
Fatigue,Occipital Lobe Epilepsy,1
Fatigue,"Myasthenia Gravis, Ocular",1
Fatigue,Temporal headache,2
Fatigue,"Diarrhea, watery",1
Fatigue,Spasm,6
Fatigue,Left sided chest pain,1
Fatigue,Abnormal heart beat,1
Fatigue,Weight symptom (finding),1
Fatigue,Loose stool,1
Fatigue,Confluent and Reticulate Papillomatosis,1
Fatigue,furuncle,1
Fatigue,Acute lower respiratory tract infection,1
Fatigue,Syndrome,2
Fatigue,MUNGAN SYNDROME,1
Fatigue,Upper Extremity Paresis,1
Fatigue,Paresthesia of hand,3
Fatigue,Paresis,1
Fatigue,HEAD PRESSURE SENSATION,1
Fatigue,hand rash,1
Fatigue,Cat allergy (disorder),1
Fatigue,Pelvic Pain,1
Fatigue,"Dementia, familial Danish",1
Fatigue,Visual disturbance,1
Fatigue,Blurred vision,1
Fatigue,Tropical Spastic Paraparesis,1
Fatigue,Renal pain,1
Fatigue,Hand joint pain,1
Fatigue,"Reflex Epilepsy, Reading",1
Fatigue,Dyspepsia,1
Fatigue,Basilar-Type Migraine,2
Fatigue,Suffocated,1
Fatigue,Sore skin,1
Fatigue,"CHEST PAIN, SHARP",1
Fatigue,Isaacs syndrome,1
Fatigue,Lyme Disease,1
Fatigue,Catarrh,1
Fatigue,Congenital leukocyte adherence deficiency,1
Fatigue,Henoch-Schoenlein Purpura,1
Fatigue,Infectious Mononucleosis,2
Fatigue,physical disorders,1
Fatigue,physical symptom,1
Fatigue,Vaccinia,1
Fatigue,Tietze's Syndrome,1
Fatigue,Pleurisy,1
Fatigue,Myopia,1
Fatigue,Pulmonary Embolism,1
Fatigue,Sleep Apnea Syndromes,1
Fatigue,Infantile neuronal ceroid lipofuscinosis,1
Fatigue,Viral myocarditis,1
Fatigue,CHEST BURNING PAIN OF,2
Fatigue,tingling in fingers,1
Fatigue,Numbness of face,1
Fatigue,dyspnea acute,1
Fatigue,Hyperemesis Gravidarum,1
Fatigue,Rales,1
Fatigue,"Pain, Burning",1
Fatigue,Urticaria Pigmentosa,1
Fatigue,Sleep Starts,1
Fatigue,Polyglandular Type I Autoimmune Syndrome,1
Fatigue,Streptococcal Infections,3
Fatigue,"symptoms, signs, and ill-defined conditions",1
Fatigue,post viral fatigue,6
Fatigue,Simian Acquired Immunodeficiency Syndrome,4
Fatigue,Wiskott-Aldrich Syndrome,6
Fatigue,Streptococcal sore throat,3
Fatigue,C/O - postviral syndrome,1
Fatigue,Dermatofibrosis lenticularis disseminata,2
Fatigue,Autoimmune disease (systemic) NOS,1
Fatigue,Preeclamptic toxemia,1
Fatigue,Sensory Discomfort,1
Fatigue,Hyperextension,1
Fatigue,Heparin-induced thrombocytopenia,4
Fatigue,"Total Hypotrichosis, Mari type",1
Fatigue,"Diarrhea and vomiting, symptom",1
Fatigue,Chest pain on breathing,1
Fatigue,Agonizing Pain,1
Fatigue,Herpes zoster disease,1
Fatigue,Respiratory Failure,1
Fatigue,Hemorrhoids,1
Fatigue,Decompression Sickness,1
Fatigue,Small Fiber Neuropathy,1
Fatigue,Acquired disease,1
Fatigue,Pneumocystis jiroveci pneumonia,3
Fatigue,Lichen Planus,1
Fatigue,Liver Cirrhosis,1
Fatigue,Idiopathic peripheral neuropathy,1
Fatigue,Erythromelalgia,1
Fatigue,Painful Bladder Syndrome,3
Fatigue,Numbness of foot,1
Fatigue,nasal itching,1
Fatigue,SHOULDER TENDERNESS,1
Fatigue,Perceived quality of life,1
Fatigue,Burning sensation of leg,1
Fatigue,local reaction,1
Fatigue,Potassium aggravated myotonia,1
Fatigue,Chronic venous insufficiency,1
Fatigue,Bursitis of hip,1
Fatigue,Bursitis,1
Fatigue,Transient Ischemic Attack,1
Fatigue,"Arthritis, Psoriatic",1
Fatigue,Inflammation of joint of foot,1
Fatigue,Chronic Kidney Diseases,1
Fatigue,Radiation Damage,1
Fatigue,Steroid-induced myopathy,1
Fatigue,Agitation,1
Fatigue,Tenalgia,1
Fatigue,Severe chronic obstructive pulmonary disease,1
Fatigue,Circling gait,1
Fatigue,mitral annulus calcification,1
Fatigue,Bronchiectasis,1
Fatigue,Macule,1
Fatigue,"Elliptocytosis, Hereditary",1
Fatigue,"Reflex Epilepsy, Photosensitive",1
Fatigue,"Bronchitis, Chronic",5
Fatigue,Melnick-Needles Syndrome,1
Fatigue,LAURIN-SANDROW SYNDROME,1
Fatigue,Pain in buttock,1
Fatigue,Breath Holding,1
Fatigue,Sleep disturbances,1
Fatigue,Peripheral Vascular Diseases,2
Fatigue,Sciatica,2
Fatigue,Zunich neuroectodermal syndrome,1
Fatigue,underlying infection,1
Fatigue,Sinus Tachycardia,1
Fatigue,General symptom,1
Fatigue,"Encephalomyelitis, Western Equine",1
Fatigue,Erythema Multiforme,1
Fatigue,Eosinophilia-Myalgia Syndrome,1
Fatigue,Paraneoplastic Opsoclonus Ataxia,1
Fatigue,Recurrent abdominal pain,1
Sore to touch,Allergic disposition,4
Sore to touch,Common Cold,12
Sore to touch,Influenza,10
Sore to touch,Rhinorrhea,6
Sore to touch,Coughing,20
Sore to touch,Asthenia,7
Sore to touch,Dyspnea,16
Sore to touch,PREMATURE CHROMATID SEPARATION TRAIT,1
Sore to touch,Myocardial Infarction,1
Sore to touch,Secondary Infections,1
Sore to touch,Actual Inability To Taste,5
Sore to touch,Other symptoms,1
Sore to touch,gastrointestinal gas,2
Sore to touch,Seizures,6
Sore to touch,Chronic Obstructive Airway Disease,2
Sore to touch,digestive problem,1
Sore to touch,Cardiovascular symptoms,1
Sore to touch,Pharyngitis,11
Sore to touch,Immune System Diseases,1
Sore to touch,Wolf-Hirschhorn Syndrome,2
Sore to touch,Sore Throat,12
Sore to touch,Headache,14
Sore to touch,Signs and Symptoms,7
Sore to touch,BODY PAIN,7
Sore to touch,Severe Acute Respiratory Syndrome,1
Sore to touch,Arthralgia,2
Sore to touch,Diarrhea,5
Sore to touch,Vomiting,2
Sore to touch,Nausea,11
Sore to touch,Myalgia,2
Sore to touch,"Tachycardia, Ectopic Junctional",2
Sore to touch,Multi-infarct dementia,1
Sore to touch,Subacute thyroiditis,2
Sore to touch,Pyotraumatic dermatitis,1
Sore to touch,Flare,2
Sore to touch,Catch - Finding of sensory dimension of pain,2
Sore to touch,slight fever,2
Sore to touch,Dysosteosclerosis,1
Sore to touch,Clouded consciousness,7
Sore to touch,Lightheadedness,1
Sore to touch,Chills,11
Sore to touch,Weakness,2
Sore to touch,Infectious disease of lung,1
Sore to touch,Pneumonia,3
Sore to touch,Respiratory Tract Infections,1
Sore to touch,Bacterial Infections,1
Sore to touch,Virus Diseases,1
Sore to touch,Asthma,5
Sore to touch,Diabetes Mellitus,1
Sore to touch,Nervousness,4
Sore to touch,Flushing,3
Sore to touch,Overweight,1
Sore to touch,flu symptoms,1
Sore to touch,Anorexia,5
Sore to touch,Infantile Neuroaxonal Dystrophy,9
Sore to touch,Macrophage Activation Syndrome,2
Sore to touch,Dry cough,8
Sore to touch,Hepatic methionine adenosyltransferase deficiency,1
Sore to touch,Chromosome 2q32-Q33 Deletion Syndrome,1
Sore to touch,out (of) breath,1
Sore to touch,Feeling Sick,3
Sore to touch,Malaise,2
Sore to touch,Tremor,4
Sore to touch,Illness (finding),3
Sore to touch,Abdominal bloating,1
Sore to touch,Nightmares,1
Sore to touch,Ataxia Telangiectasia,1
Sore to touch,Upset stomach,3
Sore to touch,Exhaustion,4
Sore to touch,Upper Respiratory Infections,1
Sore to touch,Tired,12
Sore to touch,Pulmonary congestion,2
Sore to touch,Muscular stiffness,2
Sore to touch,Mandibuloacral dysostosis,2
Sore to touch,Influenza-like symptoms,2
Sore to touch,Fish-Eye Disease,4
Sore to touch,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,4
Sore to touch,Retching,1
Sore to touch,Sharp pain,3
Sore to touch,Reflex Sympathetic Dystrophy,2
Sore to touch,Sinusitis,1
Sore to touch,Pruritus,4
Sore to touch,Hamman-Rich syndrome,1
Sore to touch,Lung Problem,1
Sore to touch,Ache,11
Sore to touch,Nasal congestion (finding),1
Sore to touch,Chest tightness,6
Sore to touch,Excessive tearing,1
Sore to touch,Pelvic Organ Prolapse,5
Sore to touch,MRSA - Methicillin resistant Staphylococcus aureus infection,1
Sore to touch,STUVE-WIEDEMANN SYNDROME,1
Sore to touch,"Pain, Postoperative",5
Sore to touch,Heartburn,3
Sore to touch,Heartburn acidity,1
Sore to touch,Exanthema,1
Sore to touch,Van der Woude syndrome,1
Sore to touch,"Anemia, Diamond-Blackfan",1
Sore to touch,"AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME",1
Sore to touch,Dizziness,6
Sore to touch,Cerebrovascular accident,1
Sore to touch,Agenesis of corpus callosum,3
Sore to touch,Other viral diseases NOS,1
Sore to touch,Depressed - symptom,1
Sore to touch,Kidney problem,1
Sore to touch,Pemphigus and fogo selvagem,1
Sore to touch,Breathing abnormally deep,4
Sore to touch,Chest Pain,7
Sore to touch,Septicemia,1
Sore to touch,Digitorenocerebral Syndrome,1
Sore to touch,Respiration Disorders,1
Sore to touch,"Syncope, Cardiogenic",1
Sore to touch,Bloodshot eye,1
Sore to touch,Redness of eye,1
Sore to touch,Has tingling sensation,5
Sore to touch,Meckel syndrome type 1,1
Sore to touch,Gastroesophageal reflux disease,5
Sore to touch,Constipation,2
Sore to touch,Dehydration,2
Sore to touch,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
Sore to touch,Neuropathy,2
Sore to touch,Neurologic Symptoms,1
Sore to touch,Syncope,2
Sore to touch,Gastroparesis,1
Sore to touch,asthma with copd,1
Sore to touch,Recurrent disease,3
Sore to touch,Oral Ulcer,1
Sore to touch,Narcolepsy,1
Sore to touch,Xerostomia,2
Sore to touch,Tennis Elbow,1
Sore to touch,Deglutition Disorders,1
Sore to touch,Malnutrition,3
Sore to touch,Feeling nervous,1
Sore to touch,Burning sensation,7
Sore to touch,Muscle Cramp,2
Sore to touch,Numbness,3
Sore to touch,Neck Pain,3
Sore to touch,Feeling Cold,1
Sore to touch,Back Pain,6
Sore to touch,Difficulty sleeping,2
Sore to touch,Hunger,1
Sore to touch,Lethargy,1
Sore to touch,Hot flushes,1
Sore to touch,Earache,1
Sore to touch,Pharyngeal dryness,1
Sore to touch,Deep Vein Thrombosis,1
Sore to touch,Throat symptom,1
Sore to touch,Stomach ache,5
Sore to touch,Arm Pain,5
Sore to touch,spells (neurological symptom),2
Sore to touch,Nose symptoms,1
Sore to touch,side pain,3
Sore to touch,Congestion of throat,4
Sore to touch,Conjunctivitis,1
Sore to touch,Watery eyes,1
Sore to touch,Night sweats,4
Sore to touch,Arthritis,1
Sore to touch,Mastodynia,4
Sore to touch,"IMMUNODEFICIENCY, COMMON VARIABLE, 10",1
Sore to touch,Abdominal Pain,3
Sore to touch,Feeling of loss of feeling,1
Sore to touch,Stomach cramps (finding),1
Sore to touch,Fatigue - symptom,1
Sore to touch,Asthenopia,1
Sore to touch,Sore eye,1
Sore to touch,Chest pressure,4
Sore to touch,Throbbing Headache,1
Sore to touch,Lower respiratory tract infection,3
Sore to touch,Burning sensation in eye,1
Sore to touch,Severe diarrhea,2
Sore to touch,Eructation,1
Sore to touch,Migraine Disorders,2
Sore to touch,Prediabetes syndrome,2
Sore to touch,Tonsillitis,1
Sore to touch,Vitamin Deficiency,1
Sore to touch,Autoimmune Diseases,2
Sore to touch,lump in throat,1
Sore to touch,headache severe,2
Sore to touch,Prickling sensation,1
Sore to touch,chest heaviness,1
Sore to touch,skin color change,1
Sore to touch,Glossalgia,1
Sore to touch,Stinging Sensation,2
Sore to touch,Skin symptom,1
Sore to touch,swollen glands in neck,1
Sore to touch,Upper back pain,1
Sore to touch,Frontal headache,1
Sore to touch,Hoarseness,1
Sore to touch,Hepatorenal Syndrome,1
Sore to touch,Muscle twitch,1
Sore to touch,Burning feet,1
Sore to touch,Erythema,1
Sore to touch,Posterior rhinorrhea,1
Sore to touch,Throat irritation,1
Sore to touch,Temporal headache,1
Sore to touch,Spasm,1
Sore to touch,Left sided chest pain,1
Sore to touch,Abnormal heart beat,1
Sore to touch,Weight symptom (finding),1
Sore to touch,Neonatal hemochromatosis,1
Sore to touch,MUNGAN SYNDROME,1
Sore to touch,Upper Extremity Paresis,1
Sore to touch,Paresthesia of hand,1
Sore to touch,Dyspepsia,1
Sore to touch,Basilar-Type Migraine,1
Sore to touch,"CHEST PAIN, SHARP",1
Sore to touch,Lyme Disease,1
Sore to touch,Catarrh,1
Sore to touch,Congenital leukocyte adherence deficiency,1
Sore to touch,Vaccinia,1
Sore to touch,Tietze's Syndrome,1
Sore to touch,Pleurisy,1
Sore to touch,Myopia,1
Sore to touch,Pulmonary Embolism,1
Sore to touch,Sleep Apnea Syndromes,2
Sore to touch,Infantile neuronal ceroid lipofuscinosis,1
Sore to touch,Viral myocarditis,1
Sore to touch,CHEST BURNING PAIN OF,1
Sore to touch,tingling in fingers,1
Sore to touch,Numbness of face,1
Sore to touch,dyspnea acute,1
Sore to touch,Hyperemesis Gravidarum,1
Sore to touch,Rales,1
Sore to touch,"Pain, Burning",1
Sore to touch,Simian Acquired Immunodeficiency Syndrome,4
Sore to touch,Wiskott-Aldrich Syndrome,4
Sore to touch,Streptococcal sore throat,2
Sore to touch,Hyperextension,1
Sore to touch,Heparin-induced thrombocytopenia,5
Sore to touch,"Total Hypotrichosis, Mari type",1
Sore to touch,"Diarrhea and vomiting, symptom",1
Sore to touch,Chest pain on breathing,1
Sore to touch,Agonizing Pain,1
Sore to touch,Herpes zoster disease,3
Sore to touch,Small Fiber Neuropathy,1
Sore to touch,Acquired disease,1
Sore to touch,Pneumocystis jiroveci pneumonia,6
Sore to touch,Lichen Planus,1
Sore to touch,Liver Cirrhosis,1
Sore to touch,Idiopathic peripheral neuropathy,1
Sore to touch,Erythromelalgia,1
Sore to touch,Painful Bladder Syndrome,1
Sore to touch,Numbness of foot,1
Sore to touch,nasal itching,1
Sore to touch,SHOULDER TENDERNESS,1
Sore to touch,Perceived quality of life,1
Sore to touch,Burning sensation of leg,1
Sore to touch,local reaction,1
Sore to touch,Chronic Kidney Diseases,1
Sore to touch,Cystitis,1
Sore to touch,Rare Diseases,1
Sore to touch,charmed,1
Sore to touch,PHOTOPAROXYSMAL RESPONSE 1,1
Sore to touch,multiple pathologies,1
Sore to touch,Terminal illness,1
Sore to touch,Giant Cell Arteritis,1
Sore to touch,Severe chronic obstructive pulmonary disease,2
Sore to touch,Adenovirus Infections,1
Sore to touch,Shoulder Pain,1
Sore to touch,Excruciating pain,1
Sore to touch,Acute onset fever,1
Sore to touch,Shaking of hands,1
Sore to touch,"Elliptocytosis, Hereditary",1
Sore to touch,Epilepsy,1
Sore to touch,Athabaskan brainstem dysgenesis,2
